event_starttime,event_peaktime,event_endtime,fl_goescls,ar_noaanum,cls,clx,date
2024-01-10 03:07:00,2024-01-10 03:16:00,2024-01-10 03:18:00,C5.4,0,C,C,2024-01-10
2024-01-10 03:18:00,2024-01-10 03:25:00,2024-01-10 03:29:00,C9.6,0,C,C,2024-01-10
2024-01-10 04:29:00,2024-01-10 04:33:00,2024-01-10 04:37:00,C7.0,0,C,C,2024-01-10
2024-01-10 05:33:00,2024-01-10 05:45:00,2024-01-10 06:02:00,C7.0,0,C,C,2024-01-10
2024-01-10 06:48:00,2024-01-10 06:56:00,2024-01-10 07:03:00,C6.6,0,C,C,2024-01-10
2024-01-10 08:56:00,2024-01-10 09:03:00,2024-01-10 09:23:00,C3.5,0,C,C,2024-01-10
2024-01-10 09:59:00,2024-01-10 10:06:00,2024-01-10 10:10:00,C5.2,0,C,C,2024-01-10
2024-01-10 12:39:00,2024-01-10 12:55:00,2024-01-10 13:05:00,M1.4,0,M,M,2024-01-10
2024-01-10 14:12:00,2024-01-10 14:27:00,2024-01-10 14:41:00,C4.5,0,C,C,2024-01-10
2024-01-10 15:10:00,2024-01-10 15:15:00,2024-01-10 15:20:00,C4.0,0,C,C,2024-01-10
2024-01-11 01:08:00,2024-01-11 01:12:00,2024-01-11 01:18:00,C5.2,0,C,C,2024-01-11
2024-01-11 03:39:00,2024-01-11 03:43:00,2024-01-11 03:48:00,C4.6,0,C,C,2024-01-11
2024-01-11 04:06:00,2024-01-11 04:15:00,2024-01-11 04:22:00,C3.1,0,C,C,2024-01-11
2024-01-11 06:15:00,2024-01-11 06:19:00,2024-01-11 06:26:00,C7.8,13539,C,C,2024-01-11
2024-01-11 08:07:00,2024-01-11 08:20:00,2024-01-11 08:42:00,C4.1,0,C,C,2024-01-11
2024-01-11 08:54:00,2024-01-11 09:01:00,2024-01-11 09:10:00,C6.4,0,C,C,2024-01-11
2024-01-11 10:02:00,2024-01-11 10:09:00,2024-01-11 10:14:00,C3.0,0,C,C,2024-01-11
2024-01-11 10:31:00,2024-01-11 10:42:00,2024-01-11 10:50:00,C3.9,0,C,C,2024-01-11
2024-01-11 11:24:00,2024-01-11 11:34:00,2024-01-11 11:39:00,C4.2,0,C,C,2024-01-11
2024-01-11 11:58:00,2024-01-11 12:09:00,2024-01-11 12:25:00,C9.4,0,C,C,2024-01-11
2024-01-11 12:44:00,2024-01-11 12:51:00,2024-01-11 12:55:00,M1.3,0,M,M,2024-01-11
2024-01-11 15:59:00,2024-01-11 16:11:00,2024-01-11 16:18:00,C3.6,0,C,C,2024-01-11
2024-01-11 16:18:00,2024-01-11 16:32:00,2024-01-11 16:43:00,C6.4,0,C,C,2024-01-11
2024-01-11 16:43:00,2024-01-11 16:46:00,2024-01-11 16:50:00,C8.3,0,C,C,2024-01-11
2024-01-11 17:49:00,2024-01-11 17:52:00,2024-01-11 17:59:00,M1.5,0,M,M,2024-01-11
2024-01-11 18:57:00,2024-01-11 19:04:00,2024-01-11 19:08:00,C3.3,0,C,C,2024-01-11
2024-01-12 02:55:00,2024-01-12 02:58:00,2024-01-12 03:02:00,M1.0,13547,M,M,2024-01-12
2024-01-12 04:10:00,2024-01-12 04:15:00,2024-01-12 04:19:00,C6.0,0,C,C,2024-01-12
2024-01-12 06:08:00,2024-01-12 06:15:00,2024-01-12 06:22:00,C3.8,0,C,C,2024-01-12
2024-01-12 06:23:00,2024-01-12 06:28:00,2024-01-12 06:33:00,C4.4,0,C,C,2024-01-12
2024-01-12 08:14:00,2024-01-12 08:20:00,2024-01-12 08:24:00,C3.7,0,C,C,2024-01-12
2024-01-12 09:59:00,2024-01-12 10:06:00,2024-01-12 10:11:00,C5.9,0,C,C,2024-01-12
2024-01-12 11:03:00,2024-01-12 11:15:00,2024-01-12 11:36:00,C3.9,13541,C,C,2024-01-12
2024-01-12 11:36:00,2024-01-12 11:42:00,2024-01-12 11:51:00,C3.8,0,C,C,2024-01-12
2024-01-12 15:32:00,2024-01-12 15:38:00,2024-01-12 15:53:00,C3.2,0,C,C,2024-01-12
2024-01-13 04:14:00,2024-01-13 04:21:00,2024-01-13 04:25:00,C2.7,0,C,C,2024-01-13
2024-01-14 00:12:00,2024-01-14 00:22:00,2024-01-14 00:29:00,C4.2,0,C,C,2024-01-14
2024-01-14 01:35:00,2024-01-14 01:38:00,2024-01-14 01:42:00,C2.0,0,C,C,2024-01-14
2024-01-14 02:49:00,2024-01-14 02:56:00,2024-01-14 03:08:00,C2.0,0,C,C,2024-01-14
2024-01-14 04:25:00,2024-01-14 04:34:00,2024-01-14 05:03:00,C1.9,0,C,C,2024-01-14
2024-01-14 06:58:00,2024-01-14 07:19:00,2024-01-14 07:27:00,C2.6,0,C,C,2024-01-14
2024-01-14 07:27:00,2024-01-14 07:30:00,2024-01-14 07:35:00,C2.8,0,C,C,2024-01-14
2024-01-14 11:09:00,2024-01-14 11:19:00,2024-01-14 11:30:00,C2.7,0,C,C,2024-01-14
2024-01-14 11:30:00,2024-01-14 12:06:00,2024-01-14 12:26:00,C9.6,0,C,C,2024-01-14
2024-01-14 13:00:00,2024-01-14 13:08:00,2024-01-14 13:16:00,C7.2,0,C,C,2024-01-14
2024-01-14 16:54:00,2024-01-14 17:01:00,2024-01-14 17:07:00,C5.8,0,C,C,2024-01-14
2024-01-15 02:17:00,2024-01-15 02:26:00,2024-01-15 02:31:00,C2.1,0,C,C,2024-01-15
2024-01-15 05:19:00,2024-01-15 05:23:00,2024-01-15 05:28:00,C1.6,0,C,C,2024-01-15
2024-01-15 08:53:00,2024-01-15 09:00:00,2024-01-15 09:11:00,C1.7,0,C,C,2024-01-15
2024-01-15 13:54:00,2024-01-15 14:05:00,2024-01-15 14:11:00,C2.8,0,C,C,2024-01-15
2024-01-15 18:39:00,2024-01-15 18:44:00,2024-01-15 18:51:00,C2.0,0,C,C,2024-01-15
2024-01-15 19:24:00,2024-01-15 19:33:00,2024-01-15 19:57:00,C1.9,0,C,C,2024-01-15
2024-01-16 03:21:00,2024-01-16 03:30:00,2024-01-16 03:40:00,C2.4,0,C,C,2024-01-16
2024-01-16 08:04:00,2024-01-16 08:09:00,2024-01-16 08:14:00,C1.5,0,C,C,2024-01-16
2024-01-17 07:17:00,2024-01-17 07:24:00,2024-01-17 07:28:00,C2.6,0,C,C,2024-01-17
2024-01-17 13:47:00,2024-01-17 13:56:00,2024-01-17 14:04:00,C2.3,0,C,C,2024-01-17
2024-01-17 16:57:00,2024-01-17 17:08:00,2024-01-17 17:22:00,C2.4,0,C,C,2024-01-17
2024-01-18 03:35:00,2024-01-18 03:46:00,2024-01-18 03:55:00,C2.7,0,C,C,2024-01-18
2024-01-18 03:59:00,2024-01-18 04:08:00,2024-01-18 04:17:00,C5.4,0,C,C,2024-01-18
2024-01-18 05:04:00,2024-01-18 05:18:00,2024-01-18 05:27:00,C2.5,0,C,C,2024-01-18
2024-01-18 10:05:00,2024-01-18 10:14:00,2024-01-18 10:28:00,C3.0,0,C,C,2024-01-18
2024-01-18 14:42:00,2024-01-18 14:49:00,2024-01-18 14:59:00,C1.6,0,C,C,2024-01-18
2024-01-19 01:46:00,2024-01-19 01:53:00,2024-01-19 01:58:00,C1.8,0,C,C,2024-01-19
2024-01-20 02:51:00,2024-01-20 02:58:00,2024-01-20 03:02:00,C1.7,0,C,C,2024-01-20
2024-01-20 08:35:00,2024-01-20 09:34:00,2024-01-20 10:32:00,C3.5,0,C,C,2024-01-20
2024-01-20 12:49:00,2024-01-20 12:53:00,2024-01-20 12:57:00,C1.7,0,C,C,2024-01-20
2024-01-20 13:49:00,2024-01-20 13:58:00,2024-01-20 14:05:00,C1.7,0,C,C,2024-01-20
2024-01-20 14:21:00,2024-01-20 14:34:00,2024-01-20 14:43:00,C5.2,0,C,C,2024-01-20
2024-01-20 18:17:00,2024-01-20 18:26:00,2024-01-20 18:34:00,C1.5,0,C,C,2024-01-20
2024-01-21 00:03:00,2024-01-21 00:27:00,2024-01-21 00:35:00,C4.0,0,C,C,2024-01-21
2024-01-21 00:35:00,2024-01-21 00:41:00,2024-01-21 00:55:00,C5.3,0,C,C,2024-01-21
2024-01-21 01:57:00,2024-01-21 02:02:00,2024-01-21 02:11:00,C6.3,13559,C,C,2024-01-21
2024-01-21 07:39:00,2024-01-21 07:44:00,2024-01-21 07:48:00,C2.2,0,C,C,2024-01-21
2024-01-21 08:34:00,2024-01-21 08:40:00,2024-01-21 08:46:00,C2.0,0,C,C,2024-01-21
2024-01-21 11:33:00,2024-01-21 11:37:00,2024-01-21 11:44:00,C2.5,0,C,C,2024-01-21
2024-01-21 15:22:00,2024-01-21 15:25:00,2024-01-21 15:29:00,C2.2,0,C,C,2024-01-21
2024-01-21 16:12:00,2024-01-21 16:23:00,2024-01-21 16:36:00,C2.9,0,C,C,2024-01-21
2024-01-21 16:56:00,2024-01-21 17:02:00,2024-01-21 17:12:00,C2.8,0,C,C,2024-01-21
2024-01-21 17:25:00,2024-01-21 17:34:00,2024-01-21 17:45:00,C3.9,0,C,C,2024-01-21
2024-01-21 18:23:00,2024-01-21 18:38:00,2024-01-21 18:55:00,C5.8,0,C,C,2024-01-21
2024-01-21 19:27:00,2024-01-21 19:35:00,2024-01-21 19:44:00,C6.7,0,C,C,2024-01-21
2024-01-22 00:26:00,2024-01-22 00:32:00,2024-01-22 00:48:00,C2.9,0,C,C,2024-01-22
2024-01-22 01:34:00,2024-01-22 01:47:00,2024-01-22 02:17:00,C6.5,0,C,C,2024-01-22
2024-01-22 03:59:00,2024-01-22 04:14:00,2024-01-22 04:30:00,C5.3,0,C,C,2024-01-22
2024-01-22 06:09:00,2024-01-22 06:22:00,2024-01-22 06:30:00,M1.5,0,M,M,2024-01-22
2024-01-22 07:17:00,2024-01-22 07:28:00,2024-01-22 07:37:00,C5.2,0,C,C,2024-01-22
2024-01-22 08:17:00,2024-01-22 08:25:00,2024-01-22 08:33:00,C5.8,0,C,C,2024-01-22
2024-01-22 11:12:00,2024-01-22 11:27:00,2024-01-22 11:44:00,C7.0,13559,C,C,2024-01-22
2024-01-22 16:28:00,2024-01-22 16:49:00,2024-01-22 16:59:00,C7.0,0,C,C,2024-01-22
2024-01-22 19:28:00,2024-01-22 19:32:00,2024-01-22 19:36:00,M1.2,0,M,M,2024-01-22
2024-01-22 19:43:00,2024-01-22 19:47:00,2024-01-22 19:53:00,M2.0,0,M,M,2024-01-22
2024-01-23 00:12:00,2024-01-23 00:15:00,2024-01-23 00:23:00,C8.9,0,C,C,2024-01-23
2024-01-23 02:55:00,2024-01-23 03:02:00,2024-01-23 03:09:00,C5.4,0,C,C,2024-01-23
2024-01-23 03:09:00,2024-01-23 03:31:00,2024-01-23 03:38:00,M5.1,0,M,M,2024-01-23
2024-01-23 04:34:00,2024-01-23 04:41:00,2024-01-23 04:48:00,C3.6,0,C,C,2024-01-23
2024-01-23 06:31:00,2024-01-23 06:40:00,2024-01-23 06:45:00,C7.0,0,C,C,2024-01-23
2024-01-23 06:45:00,2024-01-23 07:00:00,2024-01-23 07:14:00,C9.6,0,C,C,2024-01-23
2024-01-23 07:52:00,2024-01-23 08:11:00,2024-01-23 08:18:00,M2.4,0,M,M,2024-01-23
2024-01-23 08:18:00,2024-01-23 08:22:00,2024-01-23 08:26:00,M2.3,0,M,M,2024-01-23
2024-01-23 09:17:00,2024-01-23 09:30:00,2024-01-23 09:36:00,C6.2,0,C,C,2024-01-23
2024-01-23 09:59:00,2024-01-23 10:04:00,2024-01-23 10:08:00,C3.7,0,C,C,2024-01-23
2024-01-23 11:00:00,2024-01-23 11:07:00,2024-01-23 11:26:00,C3.6,0,C,C,2024-01-23
2024-01-23 11:52:00,2024-01-23 12:01:00,2024-01-23 12:12:00,C2.6,0,C,C,2024-01-23
2024-01-23 13:03:00,2024-01-23 13:08:00,2024-01-23 13:13:00,M1.0,0,M,M,2024-01-23
2024-01-23 14:27:00,2024-01-23 14:38:00,2024-01-23 14:45:00,C9.5,0,C,C,2024-01-23
2024-01-23 14:45:00,2024-01-23 14:59:00,2024-01-23 15:05:00,M1.3,0,M,M,2024-01-23
2024-01-23 16:14:00,2024-01-23 16:33:00,2024-01-23 16:36:00,C7.6,0,C,C,2024-01-23
2024-01-23 16:36:00,2024-01-23 16:40:00,2024-01-23 16:47:00,M4.3,0,M,M,2024-01-23
2024-01-23 17:32:00,2024-01-23 17:39:00,2024-01-23 17:52:00,C7.3,0,C,C,2024-01-23
2024-01-23 18:35:00,2024-01-23 18:44:00,2024-01-23 18:49:00,M1.1,0,M,M,2024-01-23
2024-01-24 00:21:00,2024-01-24 00:38:00,2024-01-24 00:43:00,M1.0,0,M,M,2024-01-24
2024-01-24 00:43:00,2024-01-24 00:50:00,2024-01-24 00:55:00,C9.0,0,C,C,2024-01-24
2024-01-24 01:31:00,2024-01-24 01:40:00,2024-01-24 01:53:00,M2.6,0,M,M,2024-01-24
2024-01-24 04:28:00,2024-01-24 04:37:00,2024-01-24 04:41:00,C3.9,0,C,C,2024-01-24
2024-01-24 04:42:00,2024-01-24 04:49:00,2024-01-24 04:57:00,C3.7,0,C,C,2024-01-24
2024-01-24 05:18:00,2024-01-24 05:43:00,2024-01-24 06:00:00,M1.4,0,M,M,2024-01-24
2024-01-24 06:29:00,2024-01-24 06:45:00,2024-01-24 07:02:00,C6.1,0,C,C,2024-01-24
2024-01-24 08:55:00,2024-01-24 09:06:00,2024-01-24 09:12:00,C3.7,0,C,C,2024-01-24
2024-01-24 10:03:00,2024-01-24 10:18:00,2024-01-24 10:29:00,C4.4,0,C,C,2024-01-24
2024-01-24 10:29:00,2024-01-24 10:34:00,2024-01-24 10:38:00,C4.2,0,C,C,2024-01-24
2024-01-24 12:09:00,2024-01-24 12:23:00,2024-01-24 12:37:00,C5.9,0,C,C,2024-01-24
2024-01-24 12:44:00,2024-01-24 12:57:00,2024-01-24 13:14:00,C6.8,0,C,C,2024-01-24
2024-01-24 15:51:00,2024-01-24 15:58:00,2024-01-24 16:04:00,C2.4,0,C,C,2024-01-24
2024-01-25 03:02:00,2024-01-25 03:10:00,2024-01-25 03:16:00,C2.0,0,C,C,2024-01-25
2024-01-25 06:20:00,2024-01-25 06:29:00,2024-01-25 06:45:00,C1.5,0,C,C,2024-01-25
2024-01-25 09:33:00,2024-01-25 09:38:00,2024-01-25 09:44:00,C2.3,0,C,C,2024-01-25
2024-01-25 10:41:00,2024-01-25 10:54:00,2024-01-25 11:11:00,C3.4,0,C,C,2024-01-25
2024-01-25 13:52:00,2024-01-25 14:10:00,2024-01-25 14:22:00,C4.2,0,C,C,2024-01-25
2024-01-25 14:54:00,2024-01-25 15:08:00,2024-01-25 15:17:00,C5.1,0,C,C,2024-01-25
2024-01-25 15:17:00,2024-01-25 15:22:00,2024-01-25 15:26:00,C5.5,0,C,C,2024-01-25
2024-01-26 00:23:00,2024-01-26 00:33:00,2024-01-26 00:42:00,C9.0,0,C,C,2024-01-26
2024-01-26 03:27:00,2024-01-26 03:31:00,2024-01-26 03:36:00,C1.8,0,C,C,2024-01-26
2024-01-26 04:50:00,2024-01-26 04:59:00,2024-01-26 05:08:00,C9.0,0,C,C,2024-01-26
2024-01-26 17:03:00,2024-01-26 17:11:00,2024-01-26 17:15:00,C2.3,0,C,C,2024-01-26
2024-01-26 18:11:00,2024-01-26 18:18:00,2024-01-26 18:25:00,C2.0,0,C,C,2024-01-26
2024-01-27 09:30:00,2024-01-27 09:41:00,2024-01-27 09:51:00,C2.0,0,C,C,2024-01-27
2024-01-27 10:28:00,2024-01-27 10:39:00,2024-01-27 10:47:00,C2.9,0,C,C,2024-01-27
2024-01-28 09:36:00,2024-01-28 10:17:00,2024-01-28 10:38:00,C3.3,0,C,C,2024-01-28
2024-01-28 12:37:00,2024-01-28 12:46:00,2024-01-28 12:55:00,C2.8,0,C,C,2024-01-28
2024-01-28 15:18:00,2024-01-28 15:29:00,2024-01-28 15:38:00,C3.2,0,C,C,2024-01-28
2024-01-28 15:52:00,2024-01-28 16:00:00,2024-01-28 16:22:00,C3.0,0,C,C,2024-01-28
2024-01-29 00:43:00,2024-01-29 00:51:00,2024-01-29 00:59:00,C5.2,0,C,C,2024-01-29
2024-01-29 01:29:00,2024-01-29 01:40:00,2024-01-29 01:52:00,M1.2,0,M,M,2024-01-29
2024-01-29 03:41:00,2024-01-29 03:51:00,2024-01-29 03:54:00,C2.5,0,C,C,2024-01-29
2024-01-29 03:54:00,2024-01-29 04:38:00,2024-01-29 05:15:00,M6.7,0,M,M,2024-01-29
2024-01-29 10:10:00,2024-01-29 10:18:00,2024-01-29 10:23:00,C5.4,0,C,C,2024-01-29
2024-01-29 10:34:00,2024-01-29 10:37:00,2024-01-29 10:41:00,C5.1,0,C,C,2024-01-29
2024-01-29 11:39:00,2024-01-29 11:43:00,2024-01-29 11:48:00,C2.8,0,C,C,2024-01-29
2024-01-29 14:49:00,2024-01-29 14:56:00,2024-01-29 15:02:00,C6.0,0,C,C,2024-01-29
2024-01-29 15:24:00,2024-01-29 15:31:00,2024-01-29 15:37:00,C2.4,0,C,C,2024-01-29
2024-01-29 16:29:00,2024-01-29 16:42:00,2024-01-29 16:53:00,C5.9,0,C,C,2024-01-29
2024-01-29 17:42:00,2024-01-29 17:52:00,2024-01-29 17:59:00,C2.2,0,C,C,2024-01-29
2024-01-30 00:07:00,2024-01-30 00:16:00,2024-01-30 00:22:00,C1.9,0,C,C,2024-01-30
2024-01-30 02:50:00,2024-01-30 02:56:00,2024-01-30 03:03:00,C1.4,0,C,C,2024-01-30
2024-01-30 06:18:00,2024-01-30 06:25:00,2024-01-30 06:31:00,C1.4,0,C,C,2024-01-30
2024-01-30 06:33:00,2024-01-30 06:41:00,2024-01-30 06:45:00,C2.0,0,C,C,2024-01-30
2024-01-30 09:47:00,2024-01-30 09:55:00,2024-01-30 10:00:00,C1.2,0,C,C,2024-01-30
2024-01-30 14:45:00,2024-01-30 14:50:00,2024-01-30 14:54:00,C1.3,0,C,C,2024-01-30
2024-01-30 15:58:00,2024-01-30 16:02:00,2024-01-30 16:07:00,C1.7,0,C,C,2024-01-30
