event_starttime,event_peaktime,event_endtime,fl_goescls,ar_noaanum,cls,clx,date
2021-10-30 15:12:00,2021-10-30 15:29:00,2021-10-30 15:38:00,C3.1,0,C,C,2021-10-30
2021-10-30 16:18:00,2021-10-30 16:21:00,2021-10-30 16:25:00,C1.2,0,C,C,2021-10-30
2021-10-31 03:20:00,2021-10-31 03:24:00,2021-10-31 03:30:00,C1.7,0,C,C,2021-10-31
2021-10-31 06:53:00,2021-10-31 07:06:00,2021-10-31 07:12:00,C2.9,12891,C,C,2021-10-31
2021-10-31 18:16:00,2021-10-31 18:27:00,2021-10-31 18:32:00,C1.2,0,C,C,2021-10-31
2021-10-31 19:51:00,2021-10-31 20:00:00,2021-10-31 20:04:00,C3.2,0,C,C,2021-10-31
2021-11-01 00:57:00,2021-11-01 01:45:00,2021-11-01 02:10:00,M1.5,0,M,M,2021-11-01
2021-11-01 17:28:00,2021-11-01 18:01:00,2021-11-01 18:44:00,C1.3,0,C,C,2021-11-01
2021-11-01 20:35:00,2021-11-01 20:44:00,2021-11-01 20:48:00,C2.1,0,C,C,2021-11-01
2021-11-01 21:05:00,2021-11-01 21:33:00,2021-11-01 21:51:00,C4.0,0,C,C,2021-11-01
2021-11-01 23:35:00,2021-11-01 23:40:00,2021-11-01 23:44:00,C4.5,0,C,C,2021-11-01
2021-11-02 01:20:00,2021-11-02 03:01:00,2021-11-02 03:50:00,M1.7,0,M,M,2021-11-02
2021-11-02 07:37:00,2021-11-02 07:40:00,2021-11-02 07:44:00,C2.0,0,C,C,2021-11-02
2021-11-03 20:56:00,2021-11-03 21:17:00,2021-11-03 21:40:00,C5.2,0,C,C,2021-11-03
2021-11-04 10:34:00,2021-11-04 10:55:00,2021-11-04 11:09:00,C3.5,0,C,C,2021-11-04
2021-11-04 14:41:00,2021-11-04 14:53:00,2021-11-04 15:02:00,C2.9,0,C,C,2021-11-04
2021-11-05 15:21:00,2021-11-05 15:30:00,2021-11-05 15:34:00,C1.6,0,C,C,2021-11-05
2021-11-05 21:36:00,2021-11-05 21:57:00,2021-11-05 22:16:00,C2.3,0,C,C,2021-11-05
2021-11-06 03:22:00,2021-11-06 03:47:00,2021-11-06 03:56:00,C1.1,0,C,C,2021-11-06
2021-11-06 12:29:00,2021-11-06 12:39:00,2021-11-06 12:44:00,C1.7,0,C,C,2021-11-06
2021-11-08 07:29:00,2021-11-08 07:51:00,2021-11-08 08:10:00,C1.2,0,C,C,2021-11-08
2021-11-09 15:47:00,2021-11-09 17:02:00,2021-11-09 17:37:00,M2.0,0,M,M,2021-11-09
2021-11-13 08:33:00,2021-11-13 08:43:00,2021-11-13 08:47:00,C1.2,0,C,C,2021-11-13
2021-12-04 04:43:00,2021-12-04 05:15:00,2021-12-04 05:34:00,C4.2,0,C,C,2021-12-04
2021-12-04 06:44:00,2021-12-04 06:52:00,2021-12-04 06:56:00,C2.5,0,C,C,2021-12-04
2021-12-04 07:14:00,2021-12-04 07:24:00,2021-12-04 07:31:00,C1.4,0,C,C,2021-12-04
2021-12-04 07:34:00,2021-12-04 07:54:00,2021-12-04 08:00:00,C2.3,0,C,C,2021-12-04
2021-12-04 08:19:00,2021-12-04 08:26:00,2021-12-04 08:34:00,C1.2,0,C,C,2021-12-04
2021-12-04 15:04:00,2021-12-04 15:34:00,2021-12-04 15:48:00,C1.8,0,C,C,2021-12-04
2021-12-04 15:48:00,2021-12-04 15:59:00,2021-12-04 16:12:00,C1.8,0,C,C,2021-12-04
2021-12-04 19:30:00,2021-12-04 19:41:00,2021-12-04 19:51:00,C1.3,0,C,C,2021-12-04
2021-12-04 22:07:00,2021-12-04 22:15:00,2021-12-04 22:25:00,C1.6,0,C,C,2021-12-04
2021-12-04 23:21:00,2021-12-04 23:59:00,2021-12-05 00:14:00,C7.1,0,C,C,2021-12-04
2021-12-04 23:21:00,2021-12-04 23:59:00,2021-12-05 00:14:00,C7.1,0,C,C,2021-12-04
2021-12-05 00:54:00,2021-12-05 00:57:00,2021-12-05 01:02:00,C1.1,0,C,C,2021-12-05
2021-12-05 01:04:00,2021-12-05 01:09:00,2021-12-05 01:14:00,C3.9,0,C,C,2021-12-05
2021-12-05 03:13:00,2021-12-05 03:23:00,2021-12-05 03:35:00,C4.9,0,C,C,2021-12-05
2021-12-05 06:08:00,2021-12-05 06:19:00,2021-12-05 06:29:00,C2.2,0,C,C,2021-12-05
2021-12-05 06:58:00,2021-12-05 07:19:00,2021-12-05 07:36:00,M1.4,0,M,M,2021-12-05
2021-12-05 19:14:00,2021-12-05 19:37:00,2021-12-05 19:56:00,C1.6,0,C,C,2021-12-05
2021-12-06 06:16:00,2021-12-06 06:22:00,2021-12-06 06:29:00,C1.3,0,C,C,2021-12-06
2021-12-06 06:50:00,2021-12-06 06:53:00,2021-12-06 06:57:00,C1.3,0,C,C,2021-12-06
2021-12-12 21:09:00,2021-12-12 21:14:00,2021-12-12 21:22:00,C1.2,0,C,C,2021-12-12
2021-12-14 08:16:00,2021-12-14 08:26:00,2021-12-14 08:36:00,C1.4,0,C,C,2021-12-14
2021-12-14 15:51:00,2021-12-14 16:03:00,2021-12-14 16:20:00,C1.1,0,C,C,2021-12-14
2021-12-14 16:35:00,2021-12-14 16:49:00,2021-12-14 16:56:00,C1.3,0,C,C,2021-12-14
2021-12-14 20:23:00,2021-12-14 20:33:00,2021-12-14 20:43:00,C1.6,0,C,C,2021-12-14
2021-12-14 20:43:00,2021-12-14 20:53:00,2021-12-14 21:00:00,C3.0,0,C,C,2021-12-14
2021-12-14 21:55:00,2021-12-14 22:06:00,2021-12-14 22:12:00,C1.6,0,C,C,2021-12-14
2021-12-14 23:12:00,2021-12-14 23:25:00,2021-12-14 23:44:00,C3.0,12907,C,C,2021-12-14
2021-12-14 23:44:00,2021-12-14 23:49:00,2021-12-14 23:56:00,C6.0,12907,C,C,2021-12-14
2021-12-15 01:36:00,2021-12-15 01:46:00,2021-12-15 01:55:00,C2.1,0,C,C,2021-12-15
2021-12-15 02:57:00,2021-12-15 03:04:00,2021-12-15 03:09:00,C2.8,0,C,C,2021-12-15
2021-12-15 03:38:00,2021-12-15 03:46:00,2021-12-15 03:51:00,C1.9,0,C,C,2021-12-15
2021-12-15 04:07:00,2021-12-15 04:21:00,2021-12-15 04:32:00,C4.5,0,C,C,2021-12-15
2021-12-15 04:48:00,2021-12-15 04:54:00,2021-12-15 04:58:00,C2.8,0,C,C,2021-12-15
2021-12-15 05:48:00,2021-12-15 05:58:00,2021-12-15 06:08:00,C1.7,0,C,C,2021-12-15
2021-12-15 06:08:00,2021-12-15 06:12:00,2021-12-15 06:16:00,C1.6,0,C,C,2021-12-15
2021-12-15 08:38:00,2021-12-15 08:52:00,2021-12-15 09:05:00,C1.6,0,C,C,2021-12-15
2021-12-15 09:05:00,2021-12-15 09:22:00,2021-12-15 09:34:00,C1.5,0,C,C,2021-12-15
2021-12-15 10:04:00,2021-12-15 10:10:00,2021-12-15 10:13:00,C1.7,12907,C,C,2021-12-15
2021-12-15 10:13:00,2021-12-15 10:22:00,2021-12-15 10:31:00,C2.2,12907,C,C,2021-12-15
2021-12-15 10:31:00,2021-12-15 10:44:00,2021-12-15 10:48:00,C8.1,12907,C,C,2021-12-15
2021-12-15 12:08:00,2021-12-15 12:17:00,2021-12-15 12:26:00,C2.6,0,C,C,2021-12-15
2021-12-15 14:09:00,2021-12-15 14:13:00,2021-12-15 14:21:00,C1.5,0,C,C,2021-12-15
2021-12-15 14:27:00,2021-12-15 14:34:00,2021-12-15 14:38:00,C4.4,0,C,C,2021-12-15
2021-12-16 03:26:00,2021-12-16 03:34:00,2021-12-16 03:41:00,C1.4,0,C,C,2021-12-16
2021-12-16 03:44:00,2021-12-16 03:54:00,2021-12-16 04:04:00,C1.3,0,C,C,2021-12-16
2021-12-16 05:06:00,2021-12-16 05:21:00,2021-12-16 05:36:00,C1.5,0,C,C,2021-12-16
2021-12-16 13:34:00,2021-12-16 13:41:00,2021-12-16 13:45:00,C2.0,0,C,C,2021-12-16
2021-12-16 15:19:00,2021-12-16 15:27:00,2021-12-16 15:31:00,C3.3,0,C,C,2021-12-16
2021-12-16 19:58:00,2021-12-16 20:09:00,2021-12-16 20:20:00,C2.3,0,C,C,2021-12-16
2021-12-16 20:29:00,2021-12-16 20:44:00,2021-12-16 21:06:00,C2.9,0,C,C,2021-12-16
2021-12-16 23:35:00,2021-12-16 23:39:00,2021-12-16 23:43:00,C3.0,0,C,C,2021-12-16
2021-12-17 00:39:00,2021-12-17 00:51:00,2021-12-17 00:56:00,M1.2,0,M,M,2021-12-17
2021-12-17 03:25:00,2021-12-17 03:31:00,2021-12-17 03:41:00,C1.5,0,C,C,2021-12-17
2021-12-17 04:01:00,2021-12-17 04:08:00,2021-12-17 04:12:00,C1.2,0,C,C,2021-12-17
2021-12-17 04:50:00,2021-12-17 04:58:00,2021-12-17 05:03:00,C1.3,0,C,C,2021-12-17
2021-12-17 05:06:00,2021-12-17 05:10:00,2021-12-17 05:15:00,C1.4,0,C,C,2021-12-17
2021-12-17 06:18:00,2021-12-17 06:25:00,2021-12-17 06:30:00,C1.3,0,C,C,2021-12-17
2021-12-17 12:55:00,2021-12-17 13:12:00,2021-12-17 13:25:00,C2.3,0,C,C,2021-12-17
2021-12-17 17:39:00,2021-12-17 17:53:00,2021-12-17 18:08:00,C1.5,0,C,C,2021-12-17
2021-12-17 22:22:00,2021-12-17 22:30:00,2021-12-17 22:36:00,C1.3,0,C,C,2021-12-17
2021-12-18 01:40:00,2021-12-18 01:54:00,2021-12-18 02:12:00,C1.1,0,C,C,2021-12-18
2021-12-18 17:27:00,2021-12-18 18:01:00,2021-12-18 18:36:00,C6.3,0,C,C,2021-12-18
2021-12-19 11:51:00,2021-12-19 11:59:00,2021-12-19 12:03:00,C1.5,0,C,C,2021-12-19
2021-12-19 16:15:00,2021-12-19 16:23:00,2021-12-19 16:27:00,C1.8,0,C,C,2021-12-19
2021-12-19 19:04:00,2021-12-19 19:16:00,2021-12-19 19:28:00,C1.8,0,C,C,2021-12-19
2021-12-19 20:59:00,2021-12-19 21:12:00,2021-12-19 21:27:00,C3.7,0,C,C,2021-12-19
2021-12-20 00:17:00,2021-12-20 00:34:00,2021-12-20 00:53:00,C1.6,0,C,C,2021-12-20
2021-12-20 03:08:00,2021-12-20 03:21:00,2021-12-20 03:27:00,C4.4,0,C,C,2021-12-20
2021-12-20 04:29:00,2021-12-20 04:37:00,2021-12-20 04:44:00,C1.5,0,C,C,2021-12-20
2021-12-20 06:33:00,2021-12-20 06:40:00,2021-12-20 06:44:00,C1.3,0,C,C,2021-12-20
2021-12-20 08:43:00,2021-12-20 08:51:00,2021-12-20 08:57:00,C1.2,0,C,C,2021-12-20
2021-12-20 09:19:00,2021-12-20 09:21:00,2021-12-20 09:25:00,C1.1,0,C,C,2021-12-20
2021-12-20 10:37:00,2021-12-20 10:46:00,2021-12-20 10:50:00,C2.9,0,C,C,2021-12-20
2021-12-20 11:12:00,2021-12-20 11:36:00,2021-12-20 11:55:00,M1.8,0,M,M,2021-12-20
2021-12-20 13:48:00,2021-12-20 13:54:00,2021-12-20 13:59:00,C1.4,0,C,C,2021-12-20
2021-12-20 15:57:00,2021-12-20 16:02:00,2021-12-20 16:06:00,C1.4,0,C,C,2021-12-20
2021-12-20 17:15:00,2021-12-20 17:28:00,2021-12-20 17:32:00,C1.4,0,C,C,2021-12-20
2021-12-20 17:32:00,2021-12-20 17:35:00,2021-12-20 17:39:00,C1.5,0,C,C,2021-12-20
2021-12-20 20:23:00,2021-12-20 20:32:00,2021-12-20 20:41:00,C1.4,0,C,C,2021-12-20
2021-12-20 20:45:00,2021-12-20 20:49:00,2021-12-20 20:55:00,C1.6,0,C,C,2021-12-20
2021-12-20 22:47:00,2021-12-20 22:54:00,2021-12-20 23:04:00,C1.1,0,C,C,2021-12-20
2021-12-21 01:44:00,2021-12-21 01:57:00,2021-12-21 02:12:00,C5.5,0,C,C,2021-12-21
2021-12-21 03:40:00,2021-12-21 03:44:00,2021-12-21 03:52:00,C2.8,0,C,C,2021-12-21
2021-12-21 04:48:00,2021-12-21 05:00:00,2021-12-21 05:09:00,C3.3,0,C,C,2021-12-21
2021-12-21 05:58:00,2021-12-21 06:10:00,2021-12-21 06:19:00,C4.0,0,C,C,2021-12-21
2021-12-21 07:06:00,2021-12-21 07:22:00,2021-12-21 07:34:00,C4.9,12908,C,C,2021-12-21
2021-12-21 07:43:00,2021-12-21 07:50:00,2021-12-21 07:57:00,M1.1,0,M,M,2021-12-21
2021-12-21 11:31:00,2021-12-21 11:44:00,2021-12-21 11:49:00,M1.4,0,M,M,2021-12-21
2021-12-21 15:44:00,2021-12-21 15:53:00,2021-12-21 15:58:00,C2.0,0,C,C,2021-12-21
2021-12-21 17:35:00,2021-12-21 17:50:00,2021-12-21 18:04:00,C4.9,0,C,C,2021-12-21
2021-12-21 19:02:00,2021-12-21 19:23:00,2021-12-21 19:53:00,C4.9,0,C,C,2021-12-21
2021-12-21 20:36:00,2021-12-21 20:48:00,2021-12-21 21:00:00,C3.9,0,C,C,2021-12-21
2021-12-21 22:29:00,2021-12-21 22:37:00,2021-12-21 23:08:00,C4.9,0,C,C,2021-12-21
2021-12-22 00:12:00,2021-12-22 00:21:00,2021-12-22 00:29:00,C5.7,0,C,C,2021-12-22
2021-12-22 04:36:00,2021-12-22 04:46:00,2021-12-22 04:56:00,C1.5,0,C,C,2021-12-22
2021-12-22 05:15:00,2021-12-22 05:42:00,2021-12-22 05:59:00,C4.0,0,C,C,2021-12-22
2021-12-22 06:54:00,2021-12-22 07:06:00,2021-12-22 07:21:00,M1.3,0,M,M,2021-12-22
2021-12-22 10:04:00,2021-12-22 10:11:00,2021-12-22 10:14:00,C2.9,12907,C,C,2021-12-22
2021-12-22 10:14:00,2021-12-22 10:18:00,2021-12-22 10:22:00,C3.4,12907,C,C,2021-12-22
2021-12-22 11:03:00,2021-12-22 11:09:00,2021-12-22 11:16:00,C2.0,0,C,C,2021-12-22
2021-12-22 17:56:00,2021-12-22 18:08:00,2021-12-22 18:26:00,C8.8,0,C,C,2021-12-22
2021-12-22 19:31:00,2021-12-22 19:39:00,2021-12-22 19:45:00,C2.4,0,C,C,2021-12-22
2021-12-22 20:42:00,2021-12-22 20:46:00,2021-12-22 20:50:00,C1.3,0,C,C,2021-12-22
2021-12-22 21:20:00,2021-12-22 21:27:00,2021-12-22 21:32:00,C1.1,0,C,C,2021-12-22
2021-12-22 22:05:00,2021-12-22 22:18:00,2021-12-22 22:33:00,C2.0,0,C,C,2021-12-22
2021-12-22 23:44:00,2021-12-22 23:53:00,2021-12-23 00:02:00,C1.9,0,C,C,2021-12-22
2021-12-22 23:44:00,2021-12-22 23:53:00,2021-12-23 00:02:00,C1.9,0,C,C,2021-12-22
2021-12-23 00:45:00,2021-12-23 00:58:00,2021-12-23 01:08:00,C1.4,0,C,C,2021-12-23
2021-12-23 02:13:00,2021-12-23 02:23:00,2021-12-23 02:28:00,C1.1,0,C,C,2021-12-23
2021-12-23 03:19:00,2021-12-23 03:30:00,2021-12-23 03:33:00,C1.7,0,C,C,2021-12-23
2021-12-23 07:19:00,2021-12-23 07:32:00,2021-12-23 07:44:00,C2.0,0,C,C,2021-12-23
2021-12-23 08:02:00,2021-12-23 08:11:00,2021-12-23 08:20:00,C2.1,12907,C,C,2021-12-23
2021-12-23 09:19:00,2021-12-23 09:30:00,2021-12-23 09:39:00,C2.6,12907,C,C,2021-12-23
2021-12-23 12:41:00,2021-12-23 12:46:00,2021-12-23 12:50:00,C1.4,0,C,C,2021-12-23
2021-12-23 13:16:00,2021-12-23 13:22:00,2021-12-23 13:26:00,C1.4,12917,C,C,2021-12-23
2021-12-23 13:52:00,2021-12-23 14:01:00,2021-12-23 14:06:00,C1.4,0,C,C,2021-12-23
2021-12-23 14:54:00,2021-12-23 15:01:00,2021-12-23 15:09:00,C1.1,0,C,C,2021-12-23
2021-12-23 17:35:00,2021-12-23 17:41:00,2021-12-23 17:46:00,C1.2,0,C,C,2021-12-23
2021-12-23 18:38:00,2021-12-23 18:49:00,2021-12-23 19:06:00,C1.1,0,C,C,2021-12-23
2021-12-23 21:55:00,2021-12-23 22:03:00,2021-12-23 22:24:00,C1.2,0,C,C,2021-12-23
2021-12-23 23:30:00,2021-12-23 23:35:00,2021-12-23 23:39:00,C1.3,0,C,C,2021-12-23
2021-12-24 00:46:00,2021-12-24 00:57:00,2021-12-24 01:07:00,C1.2,0,C,C,2021-12-24
2021-12-24 02:27:00,2021-12-24 02:43:00,2021-12-24 02:58:00,C5.1,0,C,C,2021-12-24
2021-12-24 03:25:00,2021-12-24 03:42:00,2021-12-24 03:50:00,C7.4,0,C,C,2021-12-24
2021-12-24 06:02:00,2021-12-24 06:10:00,2021-12-24 06:17:00,C1.6,0,C,C,2021-12-24
2021-12-24 06:20:00,2021-12-24 06:27:00,2021-12-24 06:48:00,C5.7,12908,C,C,2021-12-24
2021-12-24 07:02:00,2021-12-24 07:19:00,2021-12-24 07:34:00,C5.5,0,C,C,2021-12-24
2021-12-24 07:47:00,2021-12-24 07:52:00,2021-12-24 07:56:00,C3.7,0,C,C,2021-12-24
2021-12-24 08:10:00,2021-12-24 08:20:00,2021-12-24 08:29:00,C3.0,0,C,C,2021-12-24
2021-12-24 09:59:00,2021-12-24 10:13:00,2021-12-24 10:20:00,C4.2,12908,C,C,2021-12-24
2021-12-24 11:33:00,2021-12-24 12:12:00,2021-12-24 12:36:00,C5.2,0,C,C,2021-12-24
2021-12-24 21:57:00,2021-12-24 22:02:00,2021-12-24 22:07:00,C1.4,0,C,C,2021-12-24
2021-12-24 22:27:00,2021-12-24 22:35:00,2021-12-24 22:53:00,C1.3,0,C,C,2021-12-24
2021-12-24 22:56:00,2021-12-24 23:07:00,2021-12-24 23:20:00,C1.8,0,C,C,2021-12-24
2021-12-25 00:39:00,2021-12-25 00:45:00,2021-12-25 00:50:00,C1.1,0,C,C,2021-12-25
2021-12-25 01:26:00,2021-12-25 01:34:00,2021-12-25 01:39:00,C1.4,0,C,C,2021-12-25
2021-12-25 03:14:00,2021-12-25 03:26:00,2021-12-25 03:34:00,C1.3,0,C,C,2021-12-25
2021-12-25 06:37:00,2021-12-25 06:45:00,2021-12-25 06:59:00,C1.3,0,C,C,2021-12-25
2021-12-25 07:13:00,2021-12-25 07:26:00,2021-12-25 07:49:00,C1.8,12917,C,C,2021-12-25
2021-12-25 09:00:00,2021-12-25 09:13:00,2021-12-25 09:32:00,C1.8,12909,C,C,2021-12-25
2021-12-25 09:43:00,2021-12-25 09:51:00,2021-12-25 09:58:00,C2.2,0,C,C,2021-12-25
2021-12-25 12:15:00,2021-12-25 12:24:00,2021-12-25 12:29:00,C3.0,0,C,C,2021-12-25
2021-12-25 13:19:00,2021-12-25 13:30:00,2021-12-25 13:35:00,C3.3,0,C,C,2021-12-25
2021-12-25 15:47:00,2021-12-25 15:58:00,2021-12-25 16:08:00,C3.0,0,C,C,2021-12-25
2021-12-25 16:14:00,2021-12-25 16:19:00,2021-12-25 16:24:00,C3.1,0,C,C,2021-12-25
2021-12-25 18:53:00,2021-12-25 19:05:00,2021-12-25 19:15:00,C3.4,0,C,C,2021-12-25
2021-12-26 00:12:00,2021-12-26 00:21:00,2021-12-26 00:30:00,C1.8,0,C,C,2021-12-26
2021-12-26 00:33:00,2021-12-26 00:36:00,2021-12-26 00:41:00,C2.6,0,C,C,2021-12-26
2021-12-26 01:26:00,2021-12-26 01:35:00,2021-12-26 01:50:00,C1.8,0,C,C,2021-12-26
2021-12-26 04:32:00,2021-12-26 04:42:00,2021-12-26 04:49:00,C2.0,0,C,C,2021-12-26
2021-12-26 18:46:00,2021-12-26 18:59:00,2021-12-26 19:10:00,C1.4,0,C,C,2021-12-26
2021-12-26 20:00:00,2021-12-26 20:12:00,2021-12-26 20:20:00,C3.2,0,C,C,2021-12-26
2021-12-26 23:57:00,2021-12-27 00:02:00,2021-12-27 00:09:00,C1.1,0,C,C,2021-12-27
2021-12-26 23:57:00,2021-12-27 00:02:00,2021-12-27 00:09:00,C1.1,0,C,C,2021-12-27
2021-12-27 02:16:00,2021-12-27 02:27:00,2021-12-27 02:34:00,C1.4,0,C,C,2021-12-27
2021-12-27 02:53:00,2021-12-27 03:04:00,2021-12-27 03:16:00,C1.2,0,C,C,2021-12-27
2021-12-27 04:06:00,2021-12-27 04:20:00,2021-12-27 04:33:00,C1.4,0,C,C,2021-12-27
2021-12-27 09:45:00,2021-12-27 09:53:00,2021-12-27 09:59:00,C1.3,0,C,C,2021-12-27
2021-12-27 19:37:00,2021-12-27 19:48:00,2021-12-27 20:00:00,C1.4,0,C,C,2021-12-27
2021-12-27 23:28:00,2021-12-27 23:35:00,2021-12-27 23:42:00,C2.2,0,C,C,2021-12-27
2021-12-28 00:25:00,2021-12-28 00:32:00,2021-12-28 00:36:00,C1.2,0,C,C,2021-12-28
2021-12-28 00:39:00,2021-12-28 00:47:00,2021-12-28 00:51:00,C1.3,0,C,C,2021-12-28
2021-12-28 02:19:00,2021-12-28 02:36:00,2021-12-28 02:46:00,C2.7,0,C,C,2021-12-28
2021-12-28 03:50:00,2021-12-28 04:01:00,2021-12-28 04:10:00,M1.8,0,M,M,2021-12-28
2021-12-28 06:11:00,2021-12-28 06:18:00,2021-12-28 06:23:00,C1.3,0,C,C,2021-12-28
2021-12-28 07:29:00,2021-12-28 07:44:00,2021-12-28 07:57:00,C7.0,12918,C,C,2021-12-28
2021-12-28 15:59:00,2021-12-28 16:11:00,2021-12-28 16:20:00,M1.6,0,M,M,2021-12-28
2021-12-29 04:18:00,2021-12-29 04:28:00,2021-12-29 04:32:00,C4.6,0,C,C,2021-12-29
2021-12-31 04:44:00,2021-12-31 04:54:00,2021-12-31 05:07:00,C1.9,0,C,C,2021-12-31
2021-12-31 06:26:00,2021-12-31 06:41:00,2021-12-31 06:46:00,C4.5,0,C,C,2021-12-31
2021-12-31 06:46:00,2021-12-31 06:56:00,2021-12-31 07:06:00,C9.8,0,C,C,2021-12-31
2021-12-31 17:11:00,2021-12-31 17:25:00,2021-12-31 17:40:00,C1.2,0,C,C,2021-12-31
2021-12-31 19:32:00,2021-12-31 19:46:00,2021-12-31 20:02:00,C8.1,0,C,C,2021-12-31
