event_starttime,event_peaktime,event_endtime,fl_goescls,ar_noaanum,cls,clx,date
2023-01-03 23:43:00,2023-01-18 17:54:00,2023-01-04 00:56:00,C2.3,0,C,C,2023-01-18
2023-01-03 23:43:00,2023-01-18 17:54:00,2023-01-04 00:56:00,C2.3,0,C,C,2023-01-18
2023-01-04 07:18:00,2023-01-04 07:31:00,2023-01-04 07:52:00,C2.7,0,C,C,2023-01-04
2023-01-04 16:26:00,2023-01-04 16:34:00,2023-01-04 16:39:00,C2.6,0,C,C,2023-01-04
2023-01-04 18:14:00,2023-01-04 18:29:00,2023-01-04 18:34:00,C5.2,0,C,C,2023-01-04
2023-01-04 18:34:00,2023-01-04 18:45:00,2023-01-04 18:59:00,C8.4,13177,C,C,2023-01-04
2023-01-05 02:42:00,2023-01-05 02:49:00,2023-01-05 02:57:00,C2.6,0,C,C,2023-01-05
2023-01-05 03:43:00,2023-01-05 03:52:00,2023-01-05 04:00:00,C2.2,0,C,C,2023-01-05
2023-01-05 05:06:00,2023-01-05 05:13:00,2023-01-05 05:21:00,C2.6,0,C,C,2023-01-05
2023-01-05 07:42:00,2023-01-05 09:14:00,2023-01-05 09:48:00,C6.8,0,C,C,2023-01-05
2023-01-05 19:06:00,2023-01-05 19:15:00,2023-01-05 19:25:00,C1.7,0,C,C,2023-01-05
2023-01-05 22:11:00,2023-01-05 22:22:00,2023-01-05 22:32:00,C2.1,0,C,C,2023-01-05
2023-01-05 22:47:00,2023-01-05 22:57:00,2023-01-05 23:06:00,C2.4,0,C,C,2023-01-05
2023-01-06 00:43:00,2023-01-06 00:57:00,2023-01-06 01:07:00,X1.2,0,X,X,2023-01-06
2023-01-06 03:24:00,2023-01-06 03:34:00,2023-01-06 03:44:00,C3.5,0,C,C,2023-01-06
2023-01-06 03:56:00,2023-01-06 04:02:00,2023-01-06 04:12:00,C1.8,0,C,C,2023-01-06
2023-01-06 11:58:00,2023-01-06 12:05:00,2023-01-06 12:20:00,C1.5,0,C,C,2023-01-06
2023-01-06 12:23:00,2023-01-06 12:26:00,2023-01-06 12:33:00,C1.8,0,C,C,2023-01-06
2023-01-06 14:50:00,2023-01-06 14:55:00,2023-01-06 15:01:00,C1.7,0,C,C,2023-01-06
2023-01-06 15:51:00,2023-01-06 15:59:00,2023-01-06 16:12:00,C1.8,0,C,C,2023-01-06
2023-01-06 18:43:00,2023-01-06 18:53:00,2023-01-06 18:58:00,C6.2,0,C,C,2023-01-06
2023-01-06 20:21:00,2023-01-06 20:27:00,2023-01-06 20:31:00,C5.0,0,C,C,2023-01-06
2023-01-06 23:17:00,2023-01-06 23:23:00,2023-01-06 23:29:00,C2.5,0,C,C,2023-01-06
2023-01-07 00:40:00,2023-01-07 00:52:00,2023-01-07 01:02:00,M1.6,0,M,M,2023-01-07
2023-01-07 04:56:00,2023-01-07 05:01:00,2023-01-07 05:06:00,C2.3,0,C,C,2023-01-07
2023-01-07 08:54:00,2023-01-07 09:05:00,2023-01-07 09:28:00,C2.2,0,C,C,2023-01-07
2023-01-07 09:28:00,2023-01-07 09:32:00,2023-01-07 09:40:00,C2.0,0,C,C,2023-01-07
2023-01-07 11:06:00,2023-01-07 11:09:00,2023-01-07 11:13:00,C6.9,0,C,C,2023-01-07
2023-01-07 16:29:00,2023-01-07 16:54:00,2023-01-07 17:08:00,C8.7,0,C,C,2023-01-07
2023-01-07 18:13:00,2023-01-07 18:25:00,2023-01-07 18:31:00,C4.5,0,C,C,2023-01-07
2023-01-07 18:31:00,2023-01-07 18:34:00,2023-01-07 18:38:00,C5.1,0,C,C,2023-01-07
2023-01-07 20:44:00,2023-01-07 20:51:00,2023-01-07 20:52:00,C3.1,0,C,C,2023-01-07
2023-01-07 20:52:00,2023-01-07 21:05:00,2023-01-07 21:12:00,C4.7,0,C,C,2023-01-07
2023-01-07 22:01:00,2023-01-07 22:05:00,2023-01-07 22:19:00,C4.9,0,C,C,2023-01-07
2023-01-07 22:30:00,2023-01-07 22:38:00,2023-01-07 22:47:00,C3.6,0,C,C,2023-01-07
2023-01-07 23:27:00,2023-01-07 23:32:00,2023-01-07 23:37:00,C4.3,0,C,C,2023-01-07
2023-01-07 23:43:00,2023-01-07 23:52:00,2023-01-08 00:04:00,C3.8,0,C,C,2023-01-07
2023-01-07 23:43:00,2023-01-07 23:52:00,2023-01-08 00:04:00,C3.8,0,C,C,2023-01-07
2023-01-08 02:20:00,2023-01-08 02:29:00,2023-01-08 02:41:00,C4.3,0,C,C,2023-01-08
2023-01-08 02:52:00,2023-01-08 03:08:00,2023-01-08 03:17:00,C6.3,0,C,C,2023-01-08
2023-01-08 03:17:00,2023-01-08 03:31:00,2023-01-08 03:37:00,C7.0,0,C,C,2023-01-08
2023-01-08 03:37:00,2023-01-08 03:44:00,2023-01-08 03:49:00,C9.3,0,C,C,2023-01-08
2023-01-08 04:37:00,2023-01-08 04:55:00,2023-01-08 05:21:00,C8.0,0,C,C,2023-01-08
2023-01-08 06:58:00,2023-01-08 07:05:00,2023-01-08 07:11:00,C5.0,0,C,C,2023-01-08
2023-01-08 07:11:00,2023-01-08 07:24:00,2023-01-08 07:35:00,C6.3,0,C,C,2023-01-08
2023-01-08 08:39:00,2023-01-08 08:54:00,2023-01-08 09:06:00,M1.2,0,M,M,2023-01-08
2023-01-08 09:15:00,2023-01-08 09:48:00,2023-01-08 10:14:00,M1.4,0,M,M,2023-01-08
2023-01-08 11:56:00,2023-01-08 12:05:00,2023-01-08 12:11:00,C5.3,0,C,C,2023-01-08
2023-01-08 12:22:00,2023-01-08 12:38:00,2023-01-08 13:03:00,C6.1,0,C,C,2023-01-08
2023-01-08 14:26:00,2023-01-08 14:36:00,2023-01-08 14:47:00,C5.4,0,C,C,2023-01-08
2023-01-08 14:51:00,2023-01-08 15:07:00,2023-01-08 15:21:00,M1.4,0,M,M,2023-01-08
2023-01-08 18:44:00,2023-01-08 18:57:00,2023-01-08 19:02:00,C9.7,0,C,C,2023-01-08
2023-01-08 19:02:00,2023-01-08 19:11:00,2023-01-08 19:19:00,M1.0,13184,M,M,2023-01-08
2023-01-08 21:36:00,2023-01-08 21:41:00,2023-01-08 21:46:00,C3.1,0,C,C,2023-01-08
2023-01-08 22:37:00,2023-01-08 22:44:00,2023-01-08 22:53:00,C2.0,0,C,C,2023-01-08
2023-01-09 00:28:00,2023-01-09 00:43:00,2023-01-09 00:51:00,C5.1,0,C,C,2023-01-09
2023-01-09 00:51:00,2023-01-09 01:02:00,2023-01-09 01:19:00,M1.1,0,M,M,2023-01-09
2023-01-09 01:54:00,2023-01-09 02:00:00,2023-01-09 02:02:00,C4.3,0,C,C,2023-01-09
2023-01-09 02:02:00,2023-01-09 02:07:00,2023-01-09 02:11:00,C5.7,0,C,C,2023-01-09
2023-01-09 04:46:00,2023-01-09 04:51:00,2023-01-09 04:55:00,C4.8,0,C,C,2023-01-09
2023-01-09 05:45:00,2023-01-09 05:53:00,2023-01-09 06:00:00,C3.0,0,C,C,2023-01-09
2023-01-09 06:57:00,2023-01-09 07:05:00,2023-01-09 07:15:00,C2.9,0,C,C,2023-01-09
2023-01-09 08:45:00,2023-01-09 09:01:00,2023-01-09 09:16:00,M2.1,0,M,M,2023-01-09
2023-01-09 13:15:00,2023-01-09 13:22:00,2023-01-09 13:31:00,M1.0,0,M,M,2023-01-09
2023-01-09 14:48:00,2023-01-09 15:05:00,2023-01-09 15:14:00,C7.8,0,C,C,2023-01-09
2023-01-09 15:43:00,2023-01-09 15:46:00,2023-01-09 15:56:00,C5.1,0,C,C,2023-01-09
2023-01-09 16:43:00,2023-01-09 16:48:00,2023-01-09 16:57:00,C4.6,0,C,C,2023-01-09
2023-01-09 18:37:00,2023-01-09 18:50:00,2023-01-09 18:57:00,X1.9,13184,X,X,2023-01-09
2023-01-09 20:50:00,2023-01-09 20:55:00,2023-01-09 21:02:00,C5.9,0,C,C,2023-01-09
2023-01-09 22:02:00,2023-01-09 22:09:00,2023-01-09 22:14:00,C4.1,0,C,C,2023-01-09
2023-01-09 22:27:00,2023-01-09 22:34:00,2023-01-09 22:41:00,C4.3,0,C,C,2023-01-09
2023-01-09 22:44:00,2023-01-09 22:58:00,2023-01-09 23:22:00,C6.7,13182,C,C,2023-01-09
2023-01-10 00:09:00,2023-01-10 00:16:00,2023-01-10 00:22:00,M5.1,0,M,M,2023-01-10
2023-01-10 00:47:00,2023-01-10 00:51:00,2023-01-10 01:10:00,C6.3,0,C,C,2023-01-10
2023-01-10 02:08:00,2023-01-10 02:16:00,2023-01-10 02:24:00,M1.0,0,M,M,2023-01-10
2023-01-10 02:33:00,2023-01-10 02:41:00,2023-01-10 02:54:00,M2.6,13181,M,M,2023-01-10
2023-01-10 03:37:00,2023-01-10 03:43:00,2023-01-10 03:49:00,C5.4,0,C,C,2023-01-10
2023-01-10 05:12:00,2023-01-10 05:17:00,2023-01-10 05:25:00,C2.5,0,C,C,2023-01-10
2023-01-10 05:54:00,2023-01-10 05:59:00,2023-01-10 06:16:00,C3.8,0,C,C,2023-01-10
2023-01-10 08:04:00,2023-01-10 08:16:00,2023-01-10 08:22:00,C5.3,0,C,C,2023-01-10
2023-01-10 08:54:00,2023-01-10 09:06:00,2023-01-10 09:21:00,C8.8,0,C,C,2023-01-10
2023-01-10 10:59:00,2023-01-10 11:08:00,2023-01-10 11:12:00,M1.0,0,M,M,2023-01-10
2023-01-10 12:10:00,2023-01-10 12:17:00,2023-01-10 12:21:00,C8.5,0,C,C,2023-01-10
2023-01-10 12:41:00,2023-01-10 12:45:00,2023-01-10 12:49:00,C5.3,0,C,C,2023-01-10
2023-01-10 12:58:00,2023-01-10 13:02:00,2023-01-10 13:17:00,C5.1,0,C,C,2023-01-10
2023-01-10 13:49:00,2023-01-10 13:59:00,2023-01-10 14:05:00,C6.8,0,C,C,2023-01-10
2023-01-10 14:44:00,2023-01-10 14:47:00,2023-01-10 14:53:00,C8.7,0,C,C,2023-01-10
2023-01-10 16:02:00,2023-01-10 16:13:00,2023-01-10 16:26:00,C7.3,0,C,C,2023-01-10
2023-01-10 17:17:00,2023-01-10 17:28:00,2023-01-10 17:34:00,M1.3,0,M,M,2023-01-10
2023-01-10 17:44:00,2023-01-10 17:48:00,2023-01-10 17:52:00,M1.2,0,M,M,2023-01-10
2023-01-10 19:31:00,2023-01-10 19:38:00,2023-01-10 19:43:00,C3.3,0,C,C,2023-01-10
2023-01-10 20:09:00,2023-01-10 20:18:00,2023-01-10 20:26:00,C2.8,0,C,C,2023-01-10
2023-01-10 20:26:00,2023-01-10 20:29:00,2023-01-10 20:33:00,C2.8,0,C,C,2023-01-10
2023-01-10 22:39:00,2023-01-10 22:47:00,2023-01-10 22:52:00,X1.0,0,X,X,2023-01-10
2023-01-10 23:45:00,2023-01-10 23:57:00,2023-01-11 00:07:00,C5.2,0,C,C,2023-01-10
2023-01-10 23:45:00,2023-01-10 23:57:00,2023-01-11 00:07:00,C5.2,0,C,C,2023-01-10
2023-01-11 00:39:00,2023-01-11 00:59:00,2023-01-11 01:10:00,M2.4,0,M,M,2023-01-11
2023-01-11 01:49:00,2023-01-11 01:56:00,2023-01-11 02:01:00,M5.6,0,M,M,2023-01-11
2023-01-11 03:28:00,2023-01-11 03:38:00,2023-01-11 03:44:00,C6.8,0,C,C,2023-01-11
2023-01-11 05:12:00,2023-01-11 05:18:00,2023-01-11 05:25:00,C3.8,0,C,C,2023-01-11
2023-01-11 05:31:00,2023-01-11 06:09:00,2023-01-11 06:29:00,M1.3,0,M,M,2023-01-11
2023-01-11 08:25:00,2023-01-11 08:33:00,2023-01-11 08:37:00,M3.1,0,M,M,2023-01-11
2023-01-11 10:32:00,2023-01-11 10:40:00,2023-01-11 10:47:00,C3.3,0,C,C,2023-01-11
2023-01-11 15:26:00,2023-01-11 15:31:00,2023-01-11 15:35:00,C4.6,0,C,C,2023-01-11
2023-01-11 20:47:00,2023-01-11 21:00:00,2023-01-11 21:10:00,C8.0,0,C,C,2023-01-11
2023-01-12 03:35:00,2023-01-12 03:42:00,2023-01-12 03:46:00,C7.2,0,C,C,2023-01-12
2023-01-12 05:53:00,2023-01-12 06:18:00,2023-01-12 06:33:00,M1.1,0,M,M,2023-01-12
2023-01-12 06:33:00,2023-01-12 06:46:00,2023-01-12 07:02:00,M1.5,0,M,M,2023-01-12
2023-01-12 07:46:00,2023-01-12 07:53:00,2023-01-12 07:58:00,C6.8,0,C,C,2023-01-12
2023-01-12 08:06:00,2023-01-12 08:10:00,2023-01-12 08:16:00,C5.9,0,C,C,2023-01-12
2023-01-12 10:00:00,2023-01-12 10:06:00,2023-01-12 10:11:00,C6.4,0,C,C,2023-01-12
2023-01-12 11:08:00,2023-01-12 11:28:00,2023-01-12 11:46:00,M1.2,0,M,M,2023-01-12
2023-01-12 13:44:00,2023-01-12 13:51:00,2023-01-12 13:58:00,C4.8,0,C,C,2023-01-12
2023-01-12 14:39:00,2023-01-12 14:57:00,2023-01-12 15:10:00,M1.0,0,M,M,2023-01-12
2023-01-12 15:48:00,2023-01-12 15:55:00,2023-01-12 16:01:00,C5.1,0,C,C,2023-01-12
2023-01-12 18:42:00,2023-01-12 19:00:00,2023-01-12 19:03:00,C5.7,0,C,C,2023-01-12
2023-01-12 19:03:00,2023-01-12 19:13:00,2023-01-12 19:24:00,M1.0,0,M,M,2023-01-12
2023-01-12 20:24:00,2023-01-12 20:32:00,2023-01-12 20:38:00,C7.3,0,C,C,2023-01-12
2023-01-12 20:50:00,2023-01-12 21:03:00,2023-01-12 21:13:00,C8.5,0,C,C,2023-01-12
2023-01-12 22:14:00,2023-01-12 22:24:00,2023-01-12 22:33:00,C6.7,0,C,C,2023-01-12
2023-01-12 22:33:00,2023-01-12 22:42:00,2023-01-12 22:46:00,C5.7,0,C,C,2023-01-12
2023-01-13 02:53:00,2023-01-13 02:59:00,2023-01-13 03:03:00,M1.4,0,M,M,2023-01-13
2023-01-13 08:02:00,2023-01-13 08:10:00,2023-01-13 08:14:00,C6.5,13186,C,C,2023-01-13
2023-01-13 09:03:00,2023-01-13 09:14:00,2023-01-13 09:25:00,C4.5,13182,C,C,2023-01-13
2023-01-13 09:25:00,2023-01-13 09:30:00,2023-01-13 09:34:00,C4.1,13182,C,C,2023-01-13
2023-01-13 10:05:00,2023-01-13 10:15:00,2023-01-13 10:19:00,M3.9,0,M,M,2023-01-13
2023-01-13 14:55:00,2023-01-13 15:08:00,2023-01-13 15:26:00,C8.4,13192,C,C,2023-01-13
2023-01-13 16:54:00,2023-01-13 17:01:00,2023-01-13 17:06:00,C9.0,0,C,C,2023-01-13
2023-01-13 17:26:00,2023-01-13 17:35:00,2023-01-13 17:39:00,C6.1,0,C,C,2023-01-13
2023-01-13 20:41:00,2023-01-13 20:51:00,2023-01-13 20:58:00,C5.0,0,C,C,2023-01-13
2023-01-13 21:25:00,2023-01-13 21:35:00,2023-01-13 21:56:00,C5.9,13184,C,C,2023-01-13
2023-01-14 01:29:00,2023-01-14 02:09:00,2023-01-14 02:30:00,M1.3,13192,M,M,2023-01-14
2023-01-14 10:57:00,2023-01-14 11:06:00,2023-01-14 11:13:00,C7.0,0,C,C,2023-01-14
2023-01-14 13:43:00,2023-01-14 13:50:00,2023-01-14 13:55:00,C5.0,0,C,C,2023-01-14
2023-01-14 14:34:00,2023-01-14 14:39:00,2023-01-14 14:45:00,C5.7,13182,C,C,2023-01-14
2023-01-14 15:29:00,2023-01-14 15:33:00,2023-01-14 15:38:00,C5.5,0,C,C,2023-01-14
2023-01-14 19:26:00,2023-01-14 19:27:00,2023-01-14 19:29:00,C7.4,0,C,C,2023-01-14
2023-01-14 20:06:00,2023-01-14 20:21:00,2023-01-14 20:28:00,M3.5,0,M,M,2023-01-14
2023-01-14 20:37:00,2023-01-14 21:00:00,2023-01-14 21:19:00,M4.6,0,M,M,2023-01-14
2023-01-15 03:08:00,2023-01-15 03:42:00,2023-01-15 04:08:00,M6.0,13188,M,M,2023-01-15
2023-01-15 12:07:00,2023-01-15 12:11:00,2023-01-15 12:16:00,C8.3,0,C,C,2023-01-15
2023-01-15 14:16:00,2023-01-15 14:31:00,2023-01-15 14:51:00,M4.8,13190,M,M,2023-01-15
2023-01-15 19:29:00,2023-01-15 19:34:00,2023-01-15 19:39:00,C4.1,0,C,C,2023-01-15
2023-01-15 21:20:00,2023-01-15 21:26:00,2023-01-15 21:30:00,C4.8,0,C,C,2023-01-15
2023-01-16 04:32:00,2023-01-16 04:42:00,2023-01-16 04:58:00,C4.6,0,C,C,2023-01-16
2023-01-16 05:09:00,2023-01-16 05:18:00,2023-01-16 05:26:00,C5.0,0,C,C,2023-01-16
2023-01-16 09:09:00,2023-01-16 09:23:00,2023-01-16 09:33:00,C8.7,0,C,C,2023-01-16
2023-01-16 11:36:00,2023-01-16 11:44:00,2023-01-16 12:02:00,C3.1,0,C,C,2023-01-16
2023-01-16 14:24:00,2023-01-16 14:31:00,2023-01-16 14:43:00,C3.6,0,C,C,2023-01-16
2023-01-17 00:02:00,2023-01-17 00:13:00,2023-01-17 00:26:00,C9.4,0,C,C,2023-01-17
2023-01-17 01:13:00,2023-01-17 01:23:00,2023-01-17 01:31:00,C4.3,0,C,C,2023-01-17
2023-01-17 04:16:00,2023-01-17 04:23:00,2023-01-17 04:27:00,C2.9,0,C,C,2023-01-17
2023-01-17 05:15:00,2023-01-17 05:25:00,2023-01-17 05:34:00,C3.3,0,C,C,2023-01-17
2023-01-17 13:10:00,2023-01-17 13:17:00,2023-01-17 13:25:00,C2.7,0,C,C,2023-01-17
2023-01-17 14:58:00,2023-01-17 15:18:00,2023-01-17 15:28:00,C3.6,0,C,C,2023-01-17
2023-01-17 20:30:00,2023-01-17 20:36:00,2023-01-17 20:49:00,C2.2,0,C,C,2023-01-17
2023-01-17 22:29:00,2023-01-17 22:35:00,2023-01-17 22:40:00,C3.2,0,C,C,2023-01-17
2023-01-17 23:16:00,2023-01-17 23:29:00,2023-01-17 23:44:00,M1.8,0,M,M,2023-01-17
2023-01-18 01:35:00,2023-01-18 01:42:00,2023-01-18 01:47:00,C4.1,0,C,C,2023-01-18
2023-01-18 04:58:00,2023-01-18 05:19:00,2023-01-18 05:29:00,C7.9,0,C,C,2023-01-18
2023-01-18 10:21:00,2023-01-18 10:35:00,2023-01-18 10:52:00,M1.8,0,M,M,2023-01-18
2023-01-18 13:58:00,2023-01-18 14:07:00,2023-01-18 14:11:00,C3.3,0,C,C,2023-01-18
2023-01-18 14:34:00,2023-01-18 14:40:00,2023-01-18 14:46:00,C5.9,0,C,C,2023-01-18
2023-01-18 15:23:00,2023-01-18 15:31:00,2023-01-18 15:38:00,C3.4,0,C,C,2023-01-18
2023-01-18 20:37:00,2023-01-18 20:47:00,2023-01-18 20:51:00,C9.4,0,C,C,2023-01-18
2023-01-18 22:58:00,2023-01-18 23:06:00,2023-01-18 23:20:00,C3.6,0,C,C,2023-01-18
2023-01-19 00:02:00,2023-01-20 10:27:00,2023-01-20 10:29:00,M1.0,13196,M,M,2023-01-20
2023-01-19 00:55:00,2023-01-19 00:58:00,2023-01-19 01:15:00,C3.8,0,C,C,2023-01-19
2023-01-19 03:47:00,2023-01-19 03:55:00,2023-01-19 04:00:00,C3.6,13192,C,C,2023-01-19
2023-01-19 04:00:00,2023-01-19 04:03:00,2023-01-19 04:09:00,M1.1,13196,M,M,2023-01-19
2023-01-19 05:26:00,2023-01-19 05:37:00,2023-01-19 05:43:00,C7.2,0,C,C,2023-01-19
2023-01-19 08:41:00,2023-01-19 08:48:00,2023-01-19 08:55:00,C2.6,0,C,C,2023-01-19
2023-01-19 09:41:00,2023-01-19 09:50:00,2023-01-19 09:58:00,C2.9,0,C,C,2023-01-19
2023-01-19 10:06:00,2023-01-19 10:12:00,2023-01-19 10:19:00,M1.7,0,M,M,2023-01-19
2023-01-19 10:57:00,2023-01-19 11:02:00,2023-01-19 11:06:00,C4.0,0,C,C,2023-01-19
2023-01-19 15:26:00,2023-01-19 15:41:00,2023-01-19 16:09:00,C5.5,0,C,C,2023-01-19
2023-01-19 22:47:00,2023-01-19 23:05:00,2023-01-19 23:22:00,C6.2,13192,C,C,2023-01-19
2023-01-19 00:02:00,2023-01-20 10:27:00,2023-01-20 10:29:00,M1.0,13196,M,M,2023-01-20
2023-01-20 01:34:00,2023-01-20 01:52:00,2023-01-20 02:07:00,C6.7,0,C,C,2023-01-20
2023-01-20 12:53:00,2023-01-20 12:57:00,2023-01-20 13:03:00,C4.8,0,C,C,2023-01-20
2023-01-20 13:47:00,2023-01-20 14:07:00,2023-01-20 14:32:00,C5.3,0,C,C,2023-01-20
2023-01-20 16:50:00,2023-01-20 16:59:00,2023-01-20 17:06:00,C4.0,13192,C,C,2023-01-20
2023-01-20 22:43:00,2023-01-20 22:47:00,2023-01-20 22:51:00,C7.3,0,C,C,2023-01-20
2023-01-20 23:41:00,2023-01-20 23:46:00,2023-01-20 23:51:00,C3.0,0,C,C,2023-01-20
2023-01-21 01:48:00,2023-01-21 01:52:00,2023-01-21 01:58:00,C2.9,0,C,C,2023-01-21
2023-01-21 02:32:00,2023-01-21 02:38:00,2023-01-21 02:44:00,C3.0,0,C,C,2023-01-21
2023-01-21 03:56:00,2023-01-21 04:03:00,2023-01-21 04:08:00,C3.2,0,C,C,2023-01-21
2023-01-21 05:31:00,2023-01-21 05:38:00,2023-01-21 05:43:00,C4.5,0,C,C,2023-01-21
2023-01-21 09:35:00,2023-01-21 09:44:00,2023-01-21 09:50:00,C4.6,0,C,C,2023-01-21
2023-01-21 11:21:00,2023-01-21 11:25:00,2023-01-21 11:29:00,C3.7,0,C,C,2023-01-21
2023-01-21 16:21:00,2023-01-21 16:41:00,2023-01-21 16:52:00,C5.0,13192,C,C,2023-01-21
2023-01-21 20:09:00,2023-01-21 20:18:00,2023-01-21 20:24:00,C5.6,0,C,C,2023-01-21
2023-01-21 20:14:00,2023-01-21 20:20:00,2023-01-21 20:23:00,C5.6,13194,C,C,2023-01-21
2023-01-22 02:09:00,2023-01-22 02:16:00,2023-01-22 02:23:00,C7.0,0,C,C,2023-01-22
2023-01-22 10:37:00,2023-01-22 10:50:00,2023-01-22 11:01:00,C8.3,0,C,C,2023-01-22
2023-01-22 12:12:00,2023-01-22 12:26:00,2023-01-22 12:34:00,M1.1,0,M,M,2023-01-22
2023-01-22 14:04:00,2023-01-22 14:11:00,2023-01-22 14:18:00,C3.6,0,C,C,2023-01-22
2023-01-22 15:01:00,2023-01-22 15:18:00,2023-01-22 15:28:00,C4.5,0,C,C,2023-01-22
2023-01-22 15:47:00,2023-01-22 15:53:00,2023-01-22 16:07:00,C4.7,0,C,C,2023-01-22
2023-01-22 16:49:00,2023-01-22 17:02:00,2023-01-22 17:10:00,M1.6,13194,M,M,2023-01-22
2023-01-22 20:54:00,2023-01-22 21:28:00,2023-01-22 21:55:00,C7.9,0,C,C,2023-01-22
2023-01-22 22:06:00,2023-01-22 22:25:00,2023-01-22 22:37:00,C8.9,0,C,C,2023-01-22
2023-01-23 06:10:00,2023-01-23 06:15:00,2023-01-23 06:22:00,C2.9,0,C,C,2023-01-23
2023-01-23 07:36:00,2023-01-23 07:47:00,2023-01-23 07:59:00,C5.0,13190,C,C,2023-01-23
2023-01-23 09:28:00,2023-01-23 09:37:00,2023-01-23 09:46:00,C3.2,13194,C,C,2023-01-23
2023-01-23 11:23:00,2023-01-23 11:30:00,2023-01-23 11:38:00,C3.4,0,C,C,2023-01-23
2023-01-23 18:32:00,2023-01-23 18:41:00,2023-01-23 19:06:00,C3.7,0,C,C,2023-01-23
2023-01-23 22:52:00,2023-01-23 22:59:00,2023-01-23 23:03:00,C3.5,0,C,C,2023-01-23
2023-01-24 04:11:00,2023-01-24 04:26:00,2023-01-24 04:40:00,C6.6,0,C,C,2023-01-24
2023-01-24 05:37:00,2023-01-24 05:47:00,2023-01-24 05:58:00,C4.0,0,C,C,2023-01-24
2023-01-24 06:57:00,2023-01-24 07:07:00,2023-01-24 07:17:00,C2.4,0,C,C,2023-01-24
2023-01-24 08:24:00,2023-01-24 08:30:00,2023-01-24 08:36:00,C2.7,0,C,C,2023-01-24
2023-01-24 13:18:00,2023-01-24 13:22:00,2023-01-24 13:26:00,C2.5,13192,C,C,2023-01-24
2023-01-24 13:34:00,2023-01-24 13:42:00,2023-01-24 13:48:00,C3.7,0,C,C,2023-01-24
2023-01-24 13:59:00,2023-01-24 14:35:00,2023-01-24 15:08:00,C9.4,0,C,C,2023-01-24
2023-01-24 15:08:00,2023-01-24 15:15:00,2023-01-24 15:19:00,C8.6,0,C,C,2023-01-24
2023-01-24 16:43:00,2023-01-24 16:49:00,2023-01-24 16:54:00,C3.2,0,C,C,2023-01-24
2023-01-25 01:31:00,2023-01-25 01:38:00,2023-01-25 01:46:00,C3.6,0,C,C,2023-01-25
2023-01-25 01:46:00,2023-01-25 01:49:00,2023-01-25 01:53:00,C4.2,0,C,C,2023-01-25
2023-01-25 04:43:00,2023-01-25 04:53:00,2023-01-25 05:05:00,C9.6,0,C,C,2023-01-25
